"","V1"
"V1",1.93398729666037
"V2",4.14423237549987
"V3",18.1072699070648
"V4",9.50240123257451
"V5",-2.77449670742431
"V6",0.268190436056484
"V7",-3.69312778133032
"V8",-13.2978688013495
"V9",13.8978772960068
"V10",24.6097816300854
